YEAR,DISTRICT_ID,LOCALE,DRP912,STATE,REGION
1997,4102840,2-Suburb,7.58,OR,Northwest
1997,4102940,2-Suburb,6.17,OR,Northwest
1997,4102970,3-Town,7.82,OR,Northwest
1997,4103260,4-Rural,2.60,OR,Northwest
1997,4103265,2-Suburb,2.45,OR,Northwest
1997,4103270,2-Suburb,6.51,OR,Northwest
1997,4103390,3-Town,2.27,OR,Northwest
1997,4103480,3-Town,3.21,OR,Northwest
1997,4103540,4-Rural,4.44,OR,Northwest
1997,4103660,3-Town,5.55,OR,Northwest
1997,4103690,4-Rural,10.53,OR,Northwest
1997,4103840,4-Rural,5.15,OR,Northwest
1997,4103860,2-Suburb,4.40,OR,Northwest
1997,4103940,1-City,5.20,OR,Northwest
1997,4103990,4-Rural,4.98,OR,Northwest
1997,4104500,2-Suburb,10.85,OR,Northwest
1997,4104590,4-Rural,4.27,OR,Northwest
1997,4104700,4-Rural,2.82,OR,Northwest
1997,4104740,1-City,4.46,OR,Northwest
1997,4105100,2-Suburb,7.38,OR,Northwest
1997,4105160,2-Suburb,7.15,OR,Northwest
1997,4105610,2-Suburb,1.76,OR,Northwest
1997,4105670,4-Rural,4.23,OR,Northwest
1997,4105910,3-Town,7.07,OR,Northwest
1997,4106000,2-Suburb,4.60,OR,Northwest
1997,4106300,3-Town,11.37,OR,Northwest
1997,4106510,3-Town,4.52,OR,Northwest
1997,4106710,4-Rural,4.76,OR,Northwest
1997,4106740,3-Town,10.22,OR,Northwest
1997,4106900,3-Town,6.78,OR,Northwest
1997,4106930,2-Suburb,2.58,OR,Northwest
1997,4107020,3-Town,3.97,OR,Northwest
1997,4107080,3-Town,3.18,OR,Northwest
1997,4107200,3-Town,2.48,OR,Northwest
1997,4107230,2-Suburb,2.25,OR,Northwest
1997,4107280,3-Town,3.68,OR,Northwest
1997,4107380,3-Town,11.20,OR,Northwest
1997,4107500,3-Town,6.93,OR,Northwest
1997,4107590,4-Rural,7.19,OR,Northwest
1997,4107710,2-Suburb,10.92,OR,Northwest
1997,4108010,2-Suburb,12.95,OR,Northwest
1997,4108040,1-City,5.97,OR,Northwest
1997,4108100,4-Rural,7.93,OR,Northwest
1997,4108160,3-Town,20.19,OR,Northwest
1997,4108310,2-Suburb,6.56,OR,Northwest
1997,4108520,4-Rural,10.27,OR,Northwest
1997,4108550,2-Suburb,5.34,OR,Northwest
1997,4108700,4-Rural,1.56,OR,Northwest
1997,4108720,2-Suburb,6.70,OR,Northwest
1997,4108820,3-Town,3.63,OR,Northwest
1997,4108830,2-Suburb,5.56,OR,Northwest
1997,4108880,4-Rural,13.44,OR,Northwest
1997,4109000,3-Town,12.80,OR,Northwest
1997,4109120,4-Rural,3.27,OR,Northwest
1997,4109150,2-Suburb,6.10,OR,Northwest
1997,4109270,3-Town,6.78,OR,Northwest
1997,4109330,2-Suburb,6.04,OR,Northwest
1997,4109430,4-Rural,13.64,OR,Northwest
1997,4109480,1-City,6.49,OR,Northwest
1997,4109510,3-Town,5.16,OR,Northwest
1997,4109600,3-Town,5.96,OR,Northwest
1997,4109630,2-Suburb,4.70,OR,Northwest
1997,4109720,4-Rural,11.64,OR,Northwest
1997,4109870,2-Suburb,4.47,OR,Northwest
1997,4110040,1-City,10.95,OR,Northwest
1997,4110350,3-Town,3.53,OR,Northwest
1997,4110410,3-Town,3.67,OR,Northwest
1997,4110520,2-Suburb,6.97,OR,Northwest
1997,4110680,4-Rural,2.06,OR,Northwest
1997,4110710,3-Town,8.76,OR,Northwest
1997,4110820,1-City,8.87,OR,Northwest
1997,4110890,2-Suburb,4.55,OR,Northwest
1997,4110980,2-Suburb,1.65,OR,Northwest
1997,4111040,4-Rural,16.91,OR,Northwest
1997,4111100,3-Town,6.65,OR,Northwest
1997,4111290,2-Suburb,4.98,OR,Northwest
1997,4111450,2-Suburb,7.53,OR,Northwest
1997,4111490,4-Rural,6.81,OR,Northwest
1997,4111580,2-Suburb,10.49,OR,Northwest
1997,4111610,3-Town,8.43,OR,Northwest
1997,4111670,1-City,5.72,OR,Northwest
1997,4111720,2-Suburb,4.42,OR,Northwest
1997,4111790,4-Rural,8.38,OR,Northwest
1997,4111940,3-Town,8.10,OR,Northwest
1997,4111970,3-Town,11.49,OR,Northwest
1997,4112150,3-Town,8.53,OR,Northwest
1997,4112240,2-Suburb,5.16,OR,Northwest
1997,4112320,3-Town,5.44,OR,Northwest
1997,4112600,3-Town,5.28,OR,Northwest
1997,4112930,4-Rural,7.05,OR,Northwest
1997,4113080,3-Town,7.21,OR,Northwest
1997,4113170,2-Suburb,5.33,OR,Northwest
1997,4113350,4-Rural,7.74,OR,Northwest
1997,4113490,3-Town,7.17,OR,Northwest
1997,4113530,2-Suburb,13.40,OR,Northwest
1997,4200008,2-Suburb,8.50,PA,Northeast
1997,4200011,2-Suburb,18.70,PA,Northeast
1997,4200013,1-City,5.00,PA,Northeast
1997,4200015,1-City,0.00,PA,Northeast
1997,4200016,1-City,27.50,PA,Northeast
1997,4202010,2-Suburb,1.20,PA,Northeast
1997,4202040,2-Suburb,1.40,PA,Northeast
1997,4202100,2-Suburb,2.80,PA,Northeast
1997,4202130,2-Suburb,5.40,PA,Northeast
1997,4202190,2-Suburb,3.30,PA,Northeast
1997,4202280,1-City,4.20,PA,Northeast
1997,4202310,4-Rural,2.10,PA,Northeast
1997,4202340,1-City,5.70,PA,Northeast
1997,4202400,2-Suburb,1.80,PA,Northeast
1997,4202440,2-Suburb,1.50,PA,Northeast
1997,4202480,1-City,2.80,PA,Northeast
1997,4202490,2-Suburb,1.30,PA,Northeast
1997,4202550,4-Rural,2.00,PA,Northeast
1997,4202590,3-Town,2.60,PA,Northeast
1997,4202670,3-Town,2.60,PA,Northeast
1997,4202700,4-Rural,6.90,PA,Northeast
1997,4202760,2-Suburb,1.90,PA,Northeast
1997,4202790,4-Rural,2.10,PA,Northeast
1997,4202820,2-Suburb,0.30,PA,Northeast
1997,4202850,2-Suburb,1.30,PA,Northeast
1997,4202910,4-Rural,2.50,PA,Northeast
1997,4202970,1-City,1.40,PA,Northeast
1997,4203000,2-Suburb,1.80,PA,Northeast
1997,4203120,2-Suburb,0.70,PA,Northeast
1997,4203180,3-Town,2.20,PA,Northeast
1997,4203210,2-Suburb,2.20,PA,Northeast
1997,4203240,2-Suburb,2.80,PA,Northeast
1997,4203300,4-Rural,0.40,PA,Northeast
1997,4203330,2-Suburb,3.30,PA,Northeast
1997,4203360,2-Suburb,0.70,PA,Northeast
1997,4203390,4-Rural,1.80,PA,Northeast
1997,4203420,4-Rural,0.80,PA,Northeast
1997,4203450,4-Rural,3.90,PA,Northeast
1997,4203480,2-Suburb,4.60,PA,Northeast
1997,4203510,2-Suburb,1.40,PA,Northeast
1997,4203570,1-City,4.10,PA,Northeast
1997,4203600,4-Rural,2.10,PA,Northeast
1997,4203630,2-Suburb,5.30,PA,Northeast
1997,4203660,4-Rural,3.30,PA,Northeast
1997,4203688,2-Suburb,1.60,PA,Northeast
1997,4203690,2-Suburb,2.20,PA,Northeast
1997,4203750,3-Town,1.00,PA,Northeast
1997,4203840,2-Suburb,3.80,PA,Northeast
1997,4203870,3-Town,1.90,PA,Northeast
1997,4203900,4-Rural,3.80,PA,Northeast
1997,4203960,2-Suburb,1.90,PA,Northeast
1997,4204020,3-Town,4.10,PA,Northeast
1997,4204050,4-Rural,1.70,PA,Northeast
1997,4204080,4-Rural,4.20,PA,Northeast
1997,4204140,1-City,1.60,PA,Northeast
1997,4204200,2-Suburb,3.60,PA,Northeast
1997,4204230,2-Suburb,3.90,PA,Northeast
1997,4204260,4-Rural,0.60,PA,Northeast
1997,4204320,3-Town,1.00,PA,Northeast
1997,4204500,4-Rural,3.70,PA,Northeast
1997,4204530,2-Suburb,1.70,PA,Northeast
1997,4204590,2-Suburb,3.20,PA,Northeast
1997,4204710,2-Suburb,1.50,PA,Northeast
1997,4204740,4-Rural,1.00,PA,Northeast
1997,4204830,3-Town,0.90,PA,Northeast
1997,4204860,2-Suburb,2.10,PA,Northeast
1997,4204890,2-Suburb,2.10,PA,Northeast
1997,4204920,4-Rural,5.90,PA,Northeast
1997,4204980,2-Suburb,3.60,PA,Northeast
1997,4205010,1-City,3.60,PA,Northeast
1997,4205040,2-Suburb,2.30,PA,Northeast
1997,4205070,4-Rural,1.40,PA,Northeast
1997,4205160,2-Suburb,0.90,PA,Northeast
1997,4205190,2-Suburb,1.80,PA,Northeast
1997,4205210,2-Suburb,0.60,PA,Northeast
1997,4205310,2-Suburb,1.40,PA,Northeast
1997,4205340,2-Suburb,2.50,PA,Northeast
1997,4205370,2-Suburb,2.10,PA,Northeast
1997,4205400,1-City,2.20,PA,Northeast
1997,4205430,3-Town,3.00,PA,Northeast
1997,4205460,2-Suburb,1.00,PA,Northeast
1997,4205490,1-City,1.40,PA,Northeast
1997,4205550,3-Town,4.70,PA,Northeast
1997,4205640,2-Suburb,2.20,PA,Northeast
1997,4205700,2-Suburb,1.30,PA,Northeast
1997,4205730,2-Suburb,3.30,PA,Northeast
1997,4205760,2-Suburb,1.30,PA,Northeast
1997,4205860,2-Suburb,12.10,PA,Northeast
1997,4205880,4-Rural,4.10,PA,Northeast
1997,4205910,2-Suburb,2.70,PA,Northeast
1997,4206030,2-Suburb,6.90,PA,Northeast
1997,4206060,3-Town,3.70,PA,Northeast
1997,4206090,4-Rural,4.50,PA,Northeast
1997,4206120,4-Rural,0.00,PA,Northeast
1997,4206150,3-Town,3.70,PA,Northeast
1997,4206240,2-Suburb,3.60,PA,Northeast
1997,4206270,2-Suburb,2.20,PA,Northeast
1997,4206360,2-Suburb,7.50,PA,Northeast
1997,4206365,2-Suburb,4.90,PA,Northeast
1997,4206390,2-Suburb,1.30,PA,Northeast
1997,4206420,4-Rural,0.70,PA,Northeast
1997,4206430,1-City,3.00,PA,Northeast
1997,4206480,2-Suburb,3.90,PA,Northeast
1997,4206550,4-Rural,3.60,PA,Northeast
1997,4206590,4-Rural,4.00,PA,Northeast
1997,4206660,2-Suburb,4.50,PA,Northeast
1997,4206780,4-Rural,3.00,PA,Northeast
1997,4206810,2-Suburb,2.10,PA,Northeast
1997,4206840,1-City,2.80,PA,Northeast
1997,4206860,2-Suburb,4.20,PA,Northeast
1997,4206930,3-Town,0.60,PA,Northeast
1997,4206960,2-Suburb,0.10,PA,Northeast
1997,4207050,4-Rural,3.20,PA,Northeast
1997,4207080,3-Town,3.40,PA,Northeast
1997,4207110,2-Suburb,1.90,PA,Northeast
1997,4207140,3-Town,2.20,PA,Northeast
1997,4207200,2-Suburb,2.10,PA,Northeast
1997,4207230,1-City,1.30,PA,Northeast
1997,4207290,2-Suburb,2.50,PA,Northeast
1997,4207320,3-Town,3.40,PA,Northeast
1997,4207530,4-Rural,2.50,PA,Northeast
1997,4207540,4-Rural,0.70,PA,Northeast
1997,4207560,2-Suburb,4.90,PA,Northeast
1997,4207590,2-Suburb,1.10,PA,Northeast
1997,4207650,2-Suburb,3.20,PA,Northeast
1997,4207680,2-Suburb,2.60,PA,Northeast
1997,4207710,2-Suburb,1.00,PA,Northeast
1997,4207830,3-Town,2.20,PA,Northeast
1997,4207980,2-Suburb,2.30,PA,Northeast
1997,4208010,2-Suburb,13.10,PA,Northeast
1997,4208060,2-Suburb,2.50,PA,Northeast
1997,4208280,4-Rural,1.30,PA,Northeast
1997,4208460,2-Suburb,0.90,PA,Northeast
1997,4208490,4-Rural,2.30,PA,Northeast
1997,4208550,2-Suburb,2.20,PA,Northeast
1997,4208580,2-Suburb,3.10,PA,Northeast
1997,4208670,3-Town,2.70,PA,Northeast
1997,4208790,2-Suburb,2.30,PA,Northeast
1997,4208820,2-Suburb,3.10,PA,Northeast
1997,4208850,2-Suburb,4.40,PA,Northeast
1997,4209090,2-Suburb,3.00,PA,Northeast
1997,4209120,2-Suburb,3.90,PA,Northeast
1997,4209150,4-Rural,3.50,PA,Northeast
1997,4209240,3-Town,4.30,PA,Northeast
1997,4209270,2-Suburb,3.70,PA,Northeast
1997,4209300,1-City,4.50,PA,Northeast
1997,4209360,4-Rural,3.50,PA,Northeast
1997,4209480,1-City,2.70,PA,Northeast
1997,4209540,4-Rural,2.40,PA,Northeast
1997,4209570,4-Rural,1.20,PA,Northeast
1997,4209600,4-Rural,3.70,PA,Northeast
1997,4209660,4-Rural,2.20,PA,Northeast
1997,4209690,2-Suburb,3.60,PA,Northeast
1997,4209750,1-City,0.40,PA,Northeast
1997,4209780,2-Suburb,0.80,PA,Northeast
1997,4209870,4-Rural,2.90,PA,Northeast
1997,4209930,4-Rural,0.40,PA,Northeast
1997,4209940,4-Rural,0.10,PA,Northeast
1997,4209960,4-Rural,3.70,PA,Northeast
1997,4209990,4-Rural,3.30,PA,Northeast
1997,4210070,2-Suburb,0.90,PA,Northeast
1997,4210110,3-Town,3.80,PA,Northeast
1997,4210115,4-Rural,0.20,PA,Northeast
1997,4210200,3-Town,3.20,PA,Northeast
1997,4210230,2-Suburb,1.10,PA,Northeast
1997,4210350,4-Rural,1.80,PA,Northeast
1997,4210380,2-Suburb,0.50,PA,Northeast
1997,4210440,4-Rural,1.70,PA,Northeast
1997,4210530,4-Rural,1.00,PA,Northeast
1997,4210590,2-Suburb,0.70,PA,Northeast
1997,4210620,2-Suburb,2.00,PA,Northeast
1997,4210650,2-Suburb,2.10,PA,Northeast
1997,4210710,3-Town,4.10,PA,Northeast
1997,4210740,2-Suburb,3.90,PA,Northeast
1997,4210830,2-Suburb,4.90,PA,Northeast
1997,4210860,2-Suburb,2.50,PA,Northeast
1997,4210870,2-Suburb,1.60,PA,Northeast
1997,4210920,2-Suburb,2.70,PA,Northeast
1997,4210950,1-City,4.80,PA,Northeast
1997,4210980,2-Suburb,2.70,PA,Northeast
1997,4211010,3-Town,2.70,PA,Northeast
1997,4211160,2-Suburb,2.30,PA,Northeast
1997,4211190,4-Rural,4.30,PA,Northeast
1997,4211220,2-Suburb,1.50,PA,Northeast
1997,4211310,4-Rural,2.00,PA,Northeast
1997,4211340,2-Suburb,2.30,PA,Northeast
1997,4211400,2-Suburb,0.60,PA,Northeast
1997,4211420,1-City,2.40,PA,Northeast
1997,4211450,2-Suburb,3.50,PA,Northeast
1997,4211490,1-City,2.40,PA,Northeast
1997,4211520,4-Rural,3.30,PA,Northeast
1997,4211580,1-City,15.80,PA,Northeast
1997,4211610,2-Suburb,1.30,PA,Northeast
1997,4211670,2-Suburb,1.60,PA,Northeast
1997,4211700,2-Suburb,3.00,PA,Northeast
1997,4211730,2-Suburb,2.00,PA,Northeast
1997,4211760,2-Suburb,1.50,PA,Northeast
1997,4211790,2-Suburb,2.20,PA,Northeast
1997,4211820,2-Suburb,1.90,PA,Northeast
1997,4211880,2-Suburb,2.80,PA,Northeast
1997,4211940,2-Suburb,1.30,PA,Northeast
1997,4212030,2-Suburb,2.00,PA,Northeast
1997,4212090,3-Town,4.00,PA,Northeast
1997,4212150,3-Town,3.20,PA,Northeast
1997,4212170,2-Suburb,2.60,PA,Northeast
1997,4212210,1-City,2.20,PA,Northeast
1997,4212300,4-Rural,2.30,PA,Northeast
1997,4212330,2-Suburb,0.80,PA,Northeast
1997,4212390,4-Rural,1.20,PA,Northeast
1997,4212420,2-Suburb,0.00,PA,Northeast
1997,4212480,2-Suburb,4.60,PA,Northeast
1997,4212540,2-Suburb,0.50,PA,Northeast
1997,4212570,3-Town,2.40,PA,Northeast
1997,4212600,4-Rural,2.70,PA,Northeast
1997,4212630,4-Rural,2.80,PA,Northeast
1997,4212660,3-Town,3.20,PA,Northeast
1997,4212690,2-Suburb,3.60,PA,Northeast
1997,4212720,4-Rural,3.40,PA,Northeast
1997,4212725,4-Rural,3.20,PA,Northeast
1997,4212750,1-City,2.20,PA,Northeast
1997,4212840,2-Suburb,2.60,PA,Northeast
1997,4212930,2-Suburb,1.70,PA,Northeast
1997,4212990,4-Rural,3.40,PA,Northeast
1997,4213020,2-Suburb,2.50,PA,Northeast
1997,4213050,2-Suburb,2.40,PA,Northeast
1997,4213080,4-Rural,1.30,PA,Northeast
1997,4213110,2-Suburb,2.40,PA,Northeast
1997,4213140,1-City,9.10,PA,Northeast
1997,4213290,4-Rural,3.10,PA,Northeast
1997,4213320,2-Suburb,3.20,PA,Northeast
1997,4213380,3-Town,2.40,PA,Northeast
1997,4213440,1-City,3.60,PA,Northeast
1997,4213470,3-Town,1.40,PA,Northeast
1997,4213500,2-Suburb,4.60,PA,Northeast
1997,4213590,3-Town,1.80,PA,Northeast
1997,4213710,4-Rural,3.40,PA,Northeast
1997,4213770,4-Rural,2.20,PA,Northeast
1997,4213980,3-Town,2.50,PA,Northeast
1997,4214100,2-Suburb,2.70,PA,Northeast
1997,4214160,2-Suburb,0.30,PA,Northeast
1997,4214190,2-Suburb,0.40,PA,Northeast
1997,4214250,2-Suburb,1.60,PA,Northeast
1997,4214310,1-City,0.40,PA,Northeast
1997,4214430,3-Town,2.70,PA,Northeast
1997,4214460,4-Rural,1.80,PA,Northeast
1997,4214550,2-Suburb,2.40,PA,Northeast
1997,4214580,1-City,1.20,PA,Northeast
1997,4214730,4-Rural,3.10,PA,Northeast
1997,4214760,2-Suburb,1.50,PA,Northeast
1997,4214790,4-Rural,2.70,PA,Northeast
1997,4214850,4-Rural,4.20,PA,Northeast
1997,4214880,4-Rural,0.70,PA,Northeast
1997,4214940,2-Suburb,2.70,PA,Northeast
1997,4215030,2-Suburb,2.20,PA,Northeast
1997,4215120,4-Rural,1.60,PA,Northeast
1997,4215150,2-Suburb,4.30,PA,Northeast
1997,4215170,2-Suburb,1.40,PA,Northeast
1997,4215210,4-Rural,2.60,PA,Northeast
1997,4215240,2-Suburb,3.70,PA,Northeast
1997,4215290,3-Town,3.90,PA,Northeast
1997,4215330,1-City,4.20,PA,Northeast
1997,4215360,2-Suburb,2.70,PA,Northeast
1997,4215450,4-Rural,2.50,PA,Northeast
1997,4215480,3-Town,4.70,PA,Northeast
1997,4215510,3-Town,4.20,PA,Northeast
1997,4215540,4-Rural,2.60,PA,Northeast
1997,4215570,2-Suburb,0.70,PA,Northeast
1997,4215600,2-Suburb,3.50,PA,Northeast
1997,4215660,4-Rural,3.30,PA,Northeast
1997,4215720,2-Suburb,1.10,PA,Northeast
1997,4215750,2-Suburb,3.00,PA,Northeast
1997,4215810,4-Rural,1.70,PA,Northeast
1997,4215830,2-Suburb,1.70,PA,Northeast
1997,4215900,2-Suburb,4.70,PA,Northeast
1997,4215960,4-Rural,3.80,PA,Northeast
1997,4215990,3-Town,2.50,PA,Northeast
1997,4216020,3-Town,1.80,PA,Northeast
1997,4216050,4-Rural,1.00,PA,Northeast
1997,4216110,1-City,1.30,PA,Northeast
1997,4216170,2-Suburb,1.40,PA,Northeast
1997,4216200,2-Suburb,3.50,PA,Northeast
1997,4216230,2-Suburb,2.20,PA,Northeast
1997,4216290,2-Suburb,2.20,PA,Northeast
1997,4216380,2-Suburb,2.90,PA,Northeast
1997,4216410,2-Suburb,1.50,PA,Northeast
1997,4216440,3-Town,0.90,PA,Northeast
1997,4216500,1-City,2.80,PA,Northeast
1997,4216530,2-Suburb,5.30,PA,Northeast
1997,4216620,3-Town,3.40,PA,Northeast
1997,4216740,2-Suburb,6.10,PA,Northeast
1997,4216860,2-Suburb,2.40,PA,Northeast
1997,4216890,4-Rural,4.40,PA,Northeast
1997,4216980,2-Suburb,7.40,PA,Northeast
1997,4217010,2-Suburb,0.70,PA,Northeast
1997,4217100,4-Rural,3.40,PA,Northeast
1997,4217130,4-Rural,1.30,PA,Northeast
1997,4217160,2-Suburb,3.90,PA,Northeast
1997,4217220,1-City,0.90,PA,Northeast
1997,4217280,2-Suburb,2.40,PA,Northeast
1997,4217310,4-Rural,2.30,PA,Northeast
1997,4217370,2-Suburb,4.00,PA,Northeast
1997,4217430,2-Suburb,1.70,PA,Northeast
1997,4217460,4-Rural,3.50,PA,Northeast
1997,4217520,4-Rural,2.90,PA,Northeast
1997,4217580,4-Rural,2.70,PA,Northeast
1997,4217610,2-Suburb,1.50,PA,Northeast
1997,4217640,4-Rural,3.80,PA,Northeast
1997,4217670,2-Suburb,2.30,PA,Northeast
1997,4217700,4-Rural,2.20,PA,Northeast
1997,4217730,4-Rural,3.20,PA,Northeast
1997,4217760,4-Rural,1.80,PA,Northeast
1997,4217770,1-City,2.60,PA,Northeast
1997,4217790,2-Suburb,3.90,PA,Northeast
1997,4217850,2-Suburb,1.30,PA,Northeast
1997,4217880,4-Rural,5.80,PA,Northeast
1997,4217940,2-Suburb,1.80,PA,Northeast
1997,4218030,4-Rural,3.60,PA,Northeast
1997,4218090,3-Town,7.50,PA,Northeast
1997,4218120,2-Suburb,1.70,PA,Northeast
1997,4218150,2-Suburb,2.40,PA,Northeast
1997,4218210,4-Rural,6.70,PA,Northeast
1997,4218240,4-Rural,0.70,PA,Northeast
1997,4218270,2-Suburb,0.70,PA,Northeast
1997,4218300,2-Suburb,4.60,PA,Northeast
1997,4218330,2-Suburb,2.40,PA,Northeast
1997,4218360,2-Suburb,4.70,PA,Northeast
1997,4218390,2-Suburb,2.50,PA,Northeast
1997,4218450,2-Suburb,0.60,PA,Northeast
1997,4218510,1-City,1.00,PA,Northeast
1997,4218570,2-Suburb,2.20,PA,Northeast
1997,4218580,2-Suburb,2.40,PA,Northeast
1997,4218590,1-City,2.50,PA,Northeast
1997,4218630,2-Suburb,2.20,PA,Northeast
1997,4218660,2-Suburb,0.90,PA,Northeast
1997,4218740,4-Rural,3.00,PA,Northeast
1997,4218750,2-Suburb,3.30,PA,Northeast
1997,4218780,4-Rural,1.70,PA,Northeast
1997,4218810,2-Suburb,2.10,PA,Northeast
1997,4218840,2-Suburb,2.10,PA,Northeast
1997,4218900,2-Suburb,2.50,PA,Northeast
1997,4218930,2-Suburb,2.60,PA,Northeast
1997,4218960,2-Suburb,0.60,PA,Northeast
1997,4218990,1-City,11.00,PA,Northeast
1997,4219020,2-Suburb,4.90,PA,Northeast
1997,4219050,2-Suburb,2.00,PA,Northeast
1997,4219140,4-Rural,1.90,PA,Northeast
1997,4219170,1-City,6.80,PA,Northeast
1997,4219200,2-Suburb,3.90,PA,Northeast
1997,4219290,4-Rural,2.30,PA,Northeast
1997,4219350,1-City,0.60,PA,Northeast
1997,4219470,2-Suburb,2.70,PA,Northeast
1997,4219500,4-Rural,4.00,PA,Northeast
1997,4219530,4-Rural,3.40,PA,Northeast
1997,4219560,2-Suburb,1.60,PA,Northeast
1997,4219650,2-Suburb,2.90,PA,Northeast
1997,4219680,2-Suburb,10.10,PA,Northeast
1997,4219710,3-Town,3.60,PA,Northeast
1997,4219800,3-Town,2.40,PA,Northeast
1997,4219830,4-Rural,2.70,PA,Northeast
1997,4219860,2-Suburb,1.20,PA,Northeast
1997,4219890,2-Suburb,3.50,PA,Northeast
1997,4219920,2-Suburb,0.30,PA,Northeast
1997,4220040,1-City,10.90,PA,Northeast
1997,4220100,2-Suburb,4.10,PA,Northeast
1997,4220130,4-Rural,2.00,PA,Northeast
1997,4220220,2-Suburb,0.90,PA,Northeast
1997,4220250,1-City,0.60,PA,Northeast
1997,4220310,3-Town,4.40,PA,Northeast
1997,4220370,2-Suburb,1.40,PA,Northeast
1997,4220400,2-Suburb,3.50,PA,Northeast
1997,4220430,2-Suburb,3.00,PA,Northeast
1997,4220460,2-Suburb,2.70,PA,Northeast
1997,4220520,4-Rural,1.50,PA,Northeast
1997,4220550,2-Suburb,0.40,PA,Northeast
1997,4220580,4-Rural,2.00,PA,Northeast
1997,4220640,3-Town,1.10,PA,Northeast
1997,4220730,1-City,1.40,PA,Northeast
1997,4220760,4-Rural,1.40,PA,Northeast
1997,4220850,3-Town,3.10,PA,Northeast
1997,4220910,3-Town,2.50,PA,Northeast
1997,4220970,2-Suburb,1.90,PA,Northeast
1997,4221090,1-City,8.20,PA,Northeast
1997,4221120,3-Town,3.10,PA,Northeast
1997,4221150,2-Suburb,2.10,PA,Northeast
1997,4221180,2-Suburb,3.30,PA,Northeast
1997,4221200,2-Suburb,0.60,PA,Northeast
1997,4221240,4-Rural,6.70,PA,Northeast
1997,4221270,4-Rural,0.00,PA,Northeast
1997,4221330,1-City,6.00,PA,Northeast
1997,4221420,2-Suburb,2.30,PA,Northeast
1997,4221490,3-Town,2.50,PA,Northeast
1997,4221510,3-Town,1.40,PA,Northeast
1997,4221540,3-Town,5.80,PA,Northeast
1997,4221570,2-Suburb,3.50,PA,Northeast
1997,4221660,2-Suburb,2.50,PA,Northeast
1997,4221690,4-Rural,1.80,PA,Northeast
1997,4221810,4-Rural,2.60,PA,Northeast
1997,4221840,2-Suburb,3.10,PA,Northeast
1997,4221870,2-Suburb,2.80,PA,Northeast
1997,4221910,2-Suburb,2.00,PA,Northeast
1997,4221930,4-Rural,1.70,PA,Northeast
1997,4222050,4-Rural,3.60,PA,Northeast
1997,4222060,2-Suburb,2.30,PA,Northeast
1997,4222140,2-Suburb,5.10,PA,Northeast
1997,4222170,4-Rural,3.10,PA,Northeast
1997,4222200,4-Rural,2.00,PA,Northeast
1997,4222230,4-Rural,0.70,PA,Northeast
1997,4222260,4-Rural,1.20,PA,Northeast
1997,4222290,4-Rural,1.20,PA,Northeast
1997,4222320,4-Rural,2.40,PA,Northeast
1997,4222350,2-Suburb,1.10,PA,Northeast
1997,4222370,4-Rural,2.00,PA,Northeast
1997,4222380,4-Rural,3.30,PA,Northeast
1997,4222400,2-Suburb,5.50,PA,Northeast
1997,4222410,2-Suburb,2.50,PA,Northeast
1997,4222440,4-Rural,2.70,PA,Northeast
1997,4222470,2-Suburb,2.20,PA,Northeast
1997,4222530,2-Suburb,2.40,PA,Northeast
1997,4222560,2-Suburb,2.40,PA,Northeast
1997,4222590,4-Rural,3.20,PA,Northeast
1997,4222600,2-Suburb,1.80,PA,Northeast
1997,4222620,2-Suburb,1.40,PA,Northeast
1997,4222740,4-Rural,1.60,PA,Northeast
1997,4222770,1-City,1.10,PA,Northeast
1997,4222790,2-Suburb,3.50,PA,Northeast
1997,4222800,2-Suburb,3.50,PA,Northeast
1997,4222830,2-Suburb,2.60,PA,Northeast
1997,4222860,3-Town,2.60,PA,Northeast
1997,4222920,4-Rural,1.60,PA,Northeast
1997,4222980,4-Rural,2.50,PA,Northeast
1997,4223010,1-City,1.80,PA,Northeast
1997,4223040,4-Rural,3.60,PA,Northeast
1997,4223220,3-Town,7.30,PA,Northeast
1997,4223250,2-Suburb,3.90,PA,Northeast
1997,4223490,3-Town,3.60,PA,Northeast
1997,4223550,3-Town,3.90,PA,Northeast
1997,4223640,2-Suburb,0.50,PA,Northeast
1997,4223700,4-Rural,0.80,PA,Northeast
1997,4223760,2-Suburb,2.20,PA,Northeast
1997,4223790,4-Rural,2.90,PA,Northeast
1997,4223820,4-Rural,2.10,PA,Northeast
1997,4223850,4-Rural,1.30,PA,Northeast
1997,4223880,4-Rural,3.80,PA,Northeast
1997,4223970,4-Rural,3.80,PA,Northeast
1997,4224000,4-Rural,3.00,PA,Northeast
1997,4224030,2-Suburb,3.30,PA,Northeast
1997,4224060,3-Town,1.70,PA,Northeast
1997,4224090,2-Suburb,3.00,PA,Northeast
1997,4224120,4-Rural,4.60,PA,Northeast
1997,4224150,2-Suburb,3.00,PA,Northeast
1997,4224210,2-Suburb,0.30,PA,Northeast
1997,4224240,4-Rural,2.40,PA,Northeast
1997,4224300,4-Rural,4.40,PA,Northeast
1997,4224320,2-Suburb,3.70,PA,Northeast
1997,4224360,4-Rural,2.40,PA,Northeast
1997,4224390,2-Suburb,0.60,PA,Northeast
1997,4224480,2-Suburb,3.00,PA,Northeast
1997,4224510,2-Suburb,1.40,PA,Northeast
1997,4224540,4-Rural,1.90,PA,Northeast
1997,4224570,2-Suburb,0.10,PA,Northeast
